Posting Date,CustomerName,BILL TO STATE,Item/Service Description(sku),Segment,Basic Value,TOTAL COGS
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Assam,SBA15 Bk,45439FLIPKART MARKETPLACE-MUMBAIAssamSBA15 Bk,812.71,430.92
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Delhi,SBA20-PRO-BK,45439FLIPKART MARKETPLACE-MUMBAIDelhiSBA20-PRO-BK,"1,435.59",706.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Rajasthan,EM01 BK,45439FLIPKART MARKETPLACE-MUMBAIRajasthanEM01 BK,422.88,162.17
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Assam,BTW09-AIR-BK,45439FLIPKART MARKETPLACE-MUMBAIAssamBTW09-AIR-BK,804.24,443.63
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,West Bengal,SBW150-NXT-BK,45439FLIPKART MARKETPLACE-MUMBAIWest BengalSBW150-NXT-BK,"4,660.17","3,030.43"
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Gujarat,ATOMIK BB20 BK,45439FLIPKART MARKETPLACE-MUMBAIGujaratATOMIK BB20 BK,"1,609.32",795.45
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Punjab,EM01 BK,45439FLIPKART MARKETPLACE-MUMBAIPunjabEM01 BK,338.14,162.17
27/05/2024,CASHFREE,Telangana,EM06-TYPE-C-BL,45439CASHFREETelanganaEM06-TYPE-C-BL,350.85,191.51
27/05/2024,CUSTOMER REPLACEMENT,Maharashtra,PS150-BK,45439CUSTOMER REPLACEMENTMaharashtraPS150-BK,"11,016.10","6,033.42"
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Telangana,EM01 BK,45439FLIPKART MARKETPLACE-MUMBAITelanganaEM01 BK,338.14,162.17
27/05/2024,CASHFREE,Maharashtra,EM01 TYPE C BK,45439CASHFREEMaharashtraEM01 TYPE C BK,477.97,374.58
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,West Bengal,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIWest BengalEM06 BK,253.39,149.27
27/05/2024,TATACLIQ MARKETPLACE,Chandigarh,SBA01-REKURVE-BK,45439TATACLIQ MARKETPLACEChandigarhSBA01-REKURVE-BK,"4,236.44","2,129.66"
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Kerala,BT03-RGB-BK,45439FLIPKART MARKETPLACE-MUMBAIKeralaBT03-RGB-BK,761.86,629.05
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,West Bengal,BTW09-AIR-BK,45439FLIPKART MARKETPLACE-MUMBAIWest BengalBTW09-AIR-BK,804.24,443.63
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Uttar Pradesh,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIUttar PradeshEM06 BK,253.39,149.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Maharashtra,BTW100 XTREME BK,45439FLIPKART MARKETPLACE-MUMBAIMaharashtraBTW100 XTREME BK,"1,100.85",624.5
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Karnataka,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIKarnatakaEM06 BK,253.39,149.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Kerala,SBA20-KONCERT-BK,45439FLIPKART MARKETPLACE-MUMBAIKeralaSBA20-KONCERT-BK,"1,524.58",732.69
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Haryana,BTW09-AIR-BL,45439FLIPKART MARKETPLACE-MUMBAIHaryanaBTW09-AIR-BL,804.24,452.95
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Madhya Pradesh,BH41-BK,45439FLIPKART MARKETPLACE-MUMBAIMadhya PradeshBH41-BK,"1,235.59",626.84
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Kerala,SBW100-NXT-BK,45439FLIPKART MARKETPLACE-MUMBAIKeralaSBW100-NXT-BK,"3,388.98","2,142.35"
27/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Karnataka,ATOMIK-PS30-PRO,45439ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHKarnatakaATOMIK-PS30-PRO,"6,687.64","6,687.64"
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Punjab,BTW09-AIR-BL,45439FLIPKART MARKETPLACE-MUMBAIPunjabBTW09-AIR-BL,804.24,452.95
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,EM06-TYPE-C-BK,45439FLIPKART MARKETPLACE-MUMBAITamil NaduEM06-TYPE-C-BK,338.14,267.84
27/05/2024,TATACLIQ MARKETPLACE,Tamil Nadu,SBA20-PRO-BK,45439TATACLIQ MARKETPLACETamil NaduSBA20-PRO-BK,"1,524.58",706.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Delhi,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIDelhiEM06 BK,253.39,149.27
27/05/2024,CUSTOMER REPLACEMENT,Maharashtra,BTW12-KHROME-PL,45439CUSTOMER REPLACEMENTMaharashtraBTW12-KHROME-PL,931.36,619.58
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Maharashtra,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIMaharashtraEM06 BK,253.39,149.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Nagaland,BT03 BK,45439FLIPKART MARKETPLACE-MUMBAINagalandBT03 BK,787.29,413.58
27/05/2024,RELIANCE RETAIL (JIO MART),Maharashtra,EM01 BK,45439RELIANCE RETAIL (JIO MART)MaharashtraEM01 BK,338.14,162.17
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,West Bengal,ATOMIK BB20 BK,45439FLIPKART MARKETPLACE-MUMBAIWest BengalATOMIK BB20 BK,"1,609.32",795.45
27/05/2024,CRED-B2C SALE,Andhra Pradesh,BTW100-XTREME-BL,45439CRED-B2C SALEAndhra PradeshBTW100-XTREME-BL,719.49,600.75
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,BTW100 XTREME BK,45439FLIPKART MARKETPLACE-MUMBAITamil NaduBTW100 XTREME BK,"1,185.59",624.5
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Odisha,SBA20-PRO-BK,45439FLIPKART MARKETPLACE-MUMBAIOdishaSBA20-PRO-BK,"1,439.83",706.27
27/05/2024,CASHFREE,Karnataka,EM06-TYPE-C-BL,45439CASHFREEKarnatakaEM06-TYPE-C-BL,350.85,191.51
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,BTW09-AIR-BK,45439FLIPKART MARKETPLACE-MUMBAITamil NaduBTW09-AIR-BK,804.24,443.63
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Telangana,BTW09-AIR-BK,45439FLIPKART MARKETPLACE-MUMBAITelanganaBTW09-AIR-BK,804.24,443.63
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Telangana,SBW150-NXT-BK,45439FLIPKART MARKETPLACE-MUMBAITelanganaSBW150-NXT-BK,"4,660.17","3,030.43"
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,West Bengal,BTW09-AIR-BK,45439FLIPKART MARKETPLACE-MUMBAIWest BengalBTW09-AIR-BK,804.24,443.63
27/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Maharashtra,EM06-TYPE-C-BL,45439PAYTM E-COMMERCE PVT. LTD-B2CMaharashtraEM06-TYPE-C-BL,350.85,191.51
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Uttar Pradesh,SBA20 BK,45439FLIPKART MARKETPLACE-MUMBAIUttar PradeshSBA20 BK,"1,143.22",610.91
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Jammu and Kashmir,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIJammu and KashmirEM06 BK,253.39,149.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,West Bengal,BTW09-AIR-BK,45439FLIPKART MARKETPLACE-MUMBAIWest BengalBTW09-AIR-BK,804.24,443.63
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Odisha,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIOdishaEM06 BK,253.39,149.27
27/05/2024,DELHIVERY-COD,Karnataka,SBA20-PRO-BK,45439DELHIVERY-CODKarnatakaSBA20-PRO-BK,"1,503.39",706.27
27/05/2024,CUSTOMER REPLACEMENT,Maharashtra,EM01 BK,45439CUSTOMER REPLACEMENTMaharashtraEM01 BK,338.14,162.17
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,West Bengal,BTW12-KHROME-PL,45439FLIPKART MARKETPLACE-MUMBAIWest BengalBTW12-KHROME-PL,885.59,619.58
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Andhra Pradesh,EM01 BK,45439FLIPKART MARKETPLACE-MUMBAIAndhra PradeshEM01 BK,338.14,162.17
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAITamil NaduEM06 BK,253.39,149.27
27/05/2024,KREATIVE SOLUTIONS,Delhi,SBA15-GM,45439KREATIVE SOLUTIONSDelhiSBA15-GM,"4,135.00","3,475.00"
27/05/2024,CASHFREE,Telangana,EM06 BK,45439CASHFREETelanganaEM06 BK,266.1,149.27
27/05/2024,CASHFREE,Tamil Nadu,EM06-TYPE-C-BK,45439CASHFREETamil NaduEM06-TYPE-C-BK,350.85,186.52
27/05/2024,CASHFREE,Tamil Nadu,EM06-TYPE-C-BK,45439CASHFREETamil NaduEM06-TYPE-C-BK,367.75,186.52
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Maharashtra,EM01 BK,45439FLIPKART MARKETPLACE-MUMBAIMaharashtraEM01 BK,338.14,162.17
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAITamil NaduEM06 BK,253.39,149.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Assam,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIAssamEM06 BK,253.39,149.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Jharkhand,BTW09-AIR-BK,45439FLIPKART MARKETPLACE-MUMBAIJharkhandBTW09-AIR-BK,804.24,443.63
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Rajasthan,SBA20-PRO-BK,45439FLIPKART MARKETPLACE-MUMBAIRajasthanSBA20-PRO-BK,"1,435.59",706.27
27/05/2024,TATACLIQ MARKETPLACE,Tamil Nadu,SBA20-PRO-BK,45439TATACLIQ MARKETPLACETamil NaduSBA20-PRO-BK,"1,355.08",706.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Maharashtra,BT03 BK,45439FLIPKART MARKETPLACE-MUMBAIMaharashtraBT03 BK,753.39,413.58
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Assam,SBA20-PRO-BK,45439FLIPKART MARKETPLACE-MUMBAIAssamSBA20-PRO-BK,"1,439.83",706.27
27/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Karnataka,SBA20-PRO-BK,45439PAYTM E-COMMERCE PVT. LTD-B2CKarnatakaSBA20-PRO-BK,"1,295.76",706.27
27/05/2024,CASHFREE,Karnataka,SBA20-PRO-BK,45439CASHFREEKarnatakaSBA20-PRO-BK,"1,465.25",706.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,ATOMIK BB20 BK,45439FLIPKART MARKETPLACE-MUMBAITamil NaduATOMIK BB20 BK,"1,609.32",795.45
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Kerala,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIKeralaEM06 BK,253.39,149.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Karnataka,SBA20-PRO-BK,45439FLIPKART MARKETPLACE-MUMBAIKarnatakaSBA20-PRO-BK,"1,435.59",706.27
27/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Kerala,SBA10 GOLD,45439PAYTM E-COMMERCE PVT. LTD-B2CKeralaSBA10 GOLD,957.63,455.15
27/05/2024,CASHFREE,Delhi,BTW100 XTREME WH,45439CASHFREEDelhiBTW100 XTREME WH,"1,181.31",638.86
27/05/2024,CUSTOMER REPLACEMENT,Karnataka,SBWL10 BK,45439CUSTOMER REPLACEMENTKarnatakaSBWL10 BK,"7,626.27","6,945.93"
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,BT03 BK,45439FLIPKART MARKETPLACE-MUMBAITamil NaduBT03 BK,787.29,413.58
27/05/2024,CASHFREE,Maharashtra,BTW100-XTREME-BL,45439CASHFREEMaharashtraBTW100-XTREME-BL,"1,126.27",628.02
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Andhra Pradesh,BTW100 XTREME BK,45439FLIPKART MARKETPLACE-MUMBAIAndhra PradeshBTW100 XTREME BK,"1,185.59",624.5
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Telangana,BTW100 XTREME BK,45439FLIPKART MARKETPLACE-MUMBAITelanganaBTW100 XTREME BK,"1,185.59",624.5
27/05/2024,CUSTOMER REPLACEMENT,Maharashtra,ATOMIK BB20 BK,45439CUSTOMER REPLACEMENTMaharashtraATOMIK BB20 BK,"1,609.32",795.45
27/05/2024,ONLINE PERFUMES PVT. LTD,Haryana,SBA20 BK,45439ONLINE PERFUMES PVT. LTDHaryanaSBA20 BK,-754.38,"-1,832.73"
27/05/2024,CASHFREE,Tamil Nadu,EM06-TYPE-C-BL,45439CASHFREETamil NaduEM06-TYPE-C-BL,350.85,144.11
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,SBA15 Bk,45439FLIPKART MARKETPLACE-MUMBAITamil NaduSBA15 Bk,804.24,550
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Gujarat,ATOMIK BB20 BK,45439FLIPKART MARKETPLACE-MUMBAIGujaratATOMIK BB20 BK,"1,609.32",795.45
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Uttar Pradesh,BTW09-AIR-BK,45439FLIPKART MARKETPLACE-MUMBAIUttar PradeshBTW09-AIR-BK,804.24,443.63
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Karnataka,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIKarnatakaEM06 BK,253.39,149.27
27/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Karnataka,ATOMIK BB20 BK,45439ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHKarnatakaATOMIK BB20 BK,"14,318.10","14,318.10"
27/05/2024,BI World India Pvt Ltd(Marketplace),Karnataka,SBA20 BK,45439BI World India Pvt Ltd(Marketplace)KarnatakaSBA20 BK,932.2,610.91
27/05/2024,CUSTOMER REPLACEMENT,Maharashtra,BTW300-XTREME-BL,45439CUSTOMER REPLACEMENTMaharashtraBTW300-XTREME-BL,"1,355.08",718.28
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Maharashtra,BTW100 XTREME BK,45439FLIPKART MARKETPLACE-MUMBAIMaharashtraBTW100 XTREME BK,"1,100.85",624.5
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Kerala,EM01 BK,45439FLIPKART MARKETPLACE-MUMBAIKeralaEM01 BK,338.14,162.17
27/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Maharashtra,EM06-TYPE-C-BK,45439PAYTM E-COMMERCE PVT. LTD-B2CMaharashtraEM06-TYPE-C-BK,350.85,186.52
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Kerala,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIKeralaEM06 BK,253.39,149.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Kerala,EM01 BK,45439FLIPKART MARKETPLACE-MUMBAIKeralaEM01 BK,338.14,162.17
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Karnataka,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIKarnatakaEM06 BK,253.39,149.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Uttar Pradesh,EM01 BK,45439FLIPKART MARKETPLACE-MUMBAIUttar PradeshEM01 BK,338.14,162.17
27/05/2024,CUSTOMER REPLACEMENT,Karnataka,ATOMIK BB50 BK,45439CUSTOMER REPLACEMENTKarnatakaATOMIK BB50 BK,"4,638.98","2,545.44"
27/05/2024,CASHFREE,Kerala,EM06-TYPE-C-BL,45439CASHFREEKeralaEM06-TYPE-C-BL,350.85,191.51
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,BTW12-KHROME-PL,45439FLIPKART MARKETPLACE-MUMBAITamil NaduBTW12-KHROME-PL,885.59,619.58
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Karnataka,BTW300-PLATINUM-BK,45439FLIPKART MARKETPLACE-MUMBAIKarnatakaBTW300-PLATINUM-BK,"4,236.44","1,471.54"
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Odisha,SBA20-PRO-BK,45439FLIPKART MARKETPLACE-MUMBAIOdishaSBA20-PRO-BK,"1,435.59",706.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Rajasthan,SBA15 Bk,45439FLIPKART MARKETPLACE-MUMBAIRajasthanSBA15 Bk,812.71,550
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Manipur,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIManipurEM06 BK,506.78,298.54
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Kerala,SBA15 Bk,45439FLIPKART MARKETPLACE-MUMBAIKeralaSBA15 Bk,804.24,550
27/05/2024,DELHIVERY-COD,Maharashtra,SBA20-PRO-BK,45439DELHIVERY-CODMaharashtraSBA20-PRO-BK,"1,482.20",706.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Kerala,EM01 BK,45439FLIPKART MARKETPLACE-MUMBAIKeralaEM01 BK,422.88,162.17
27/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Maharashtra,EM06-TYPE-C-BK,45439PAYTM E-COMMERCE PVT. LTD-B2CMaharashtraEM06-TYPE-C-BK,350.85,186.52
27/05/2024,TATACLIQ MARKETPLACE,Maharashtra,EM01 BK,45439TATACLIQ MARKETPLACEMaharashtraEM01 BK,338.14,162.17
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Haryana,ATOMIK BB20 BK,45439FLIPKART MARKETPLACE-MUMBAIHaryanaATOMIK BB20 BK,"1,609.32",795.45
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Uttar Pradesh,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIUttar PradeshEM06 BK,253.39,149.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,EM01 BK,45439FLIPKART MARKETPLACE-MUMBAITamil NaduEM01 BK,338.14,162.17
27/05/2024,DELHIVERY-COD,Karnataka,BTW100 XTREME BK,45439DELHIVERY-CODKarnatakaBTW100 XTREME BK,"1,164.41",624.5
27/05/2024,TATACLIQ MARKETPLACE,Maharashtra,BT03 BK,45439TATACLIQ MARKETPLACEMaharashtraBT03 BK,634.75,413.58
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Karnataka,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIKarnatakaEM06 BK,253.39,149.27
27/05/2024,BI World India Pvt Ltd(Marketplace),Kerala,SBA20 BK,45439BI World India Pvt Ltd(Marketplace)KeralaSBA20 BK,932.2,610.91
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Assam,SBA15 Bk,45439FLIPKART MARKETPLACE-MUMBAIAssamSBA15 Bk,804.24,550
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Karnataka,EM01 BK,45439FLIPKART MARKETPLACE-MUMBAIKarnatakaEM01 BK,338.14,162.17
27/05/2024,TATACLIQ MARKETPLACE,Uttar Pradesh,ATOMIK-PS30-PRO,45439TATACLIQ MARKETPLACEUttar PradeshATOMIK-PS30-PRO,"2,541.53","1,401.57"
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Andhra Pradesh,BTW09-AIR-BL,45439FLIPKART MARKETPLACE-MUMBAIAndhra PradeshBTW09-AIR-BL,804.24,452.95
27/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Gujarat,BTW100 XTREME BK,45439PAYTM E-COMMERCE PVT. LTD-B2CGujaratBTW100 XTREME BK,"1,126.27",624.5
27/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Telangana,BTW09-AIR-BK,45439PAYTM E-COMMERCE PVT. LTD-B2CTelanganaBTW09-AIR-BK,677.97,443.63
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Jharkhand,EM01 BK,45439FLIPKART MARKETPLACE-MUMBAIJharkhandEM01 BK,422.88,162.17
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Gujarat,BTW09-AIR-BL,45439FLIPKART MARKETPLACE-MUMBAIGujaratBTW09-AIR-BL,804.24,452.95
27/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Karnataka,BT03 BK,45439ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHKarnatakaBT03 BK,413.58,413.58
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Andhra Pradesh,SBW100-NXT-BK,45439FLIPKART MARKETPLACE-MUMBAIAndhra PradeshSBW100-NXT-BK,"3,388.98","2,142.35"
27/05/2024,CASHFREE,Karnataka,EM06-TYPE-C-BK,45439CASHFREEKarnatakaEM06-TYPE-C-BK,350.85,186.52
27/05/2024,DELHIVERY-COD,Karnataka,SBA20-PRO-BK,45439DELHIVERY-CODKarnatakaSBA20-PRO-BK,"1,482.20",706.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Maharashtra,BTW12-KHROME-PL,45439FLIPKART MARKETPLACE-MUMBAIMaharashtraBTW12-KHROME-PL,885.59,619.58
27/05/2024,DELHIVERY-COD,Maharashtra,SBA10 GOLD,45439DELHIVERY-CODMaharashtraSBA10 GOLD,956.78,497.47
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,SBA20-PRO-BK,45439FLIPKART MARKETPLACE-MUMBAITamil NaduSBA20-PRO-BK,"1,439.83",706.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,BT03 BK,45439FLIPKART MARKETPLACE-MUMBAITamil NaduBT03 BK,787.29,413.58
27/05/2024,TATACLIQ MARKETPLACE,Maharashtra,EM01 BK,45439TATACLIQ MARKETPLACEMaharashtraEM01 BK,338.14,162.17
27/05/2024,DELHIVERY-COD,Gujarat,SBA20-PRO-BK,45439DELHIVERY-CODGujaratSBA20-PRO-BK,"1,271.19",706.27
27/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Odisha,SBA15-GM,45439PAYTM E-COMMERCE PVT. LTD-B2COdishaSBA15-GM,872.03,695
27/05/2024,DELHIVERY-COD,Karnataka,SBA20-PRO-BK,45439DELHIVERY-CODKarnatakaSBA20-PRO-BK,"1,249.15",706.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,West Bengal,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIWest BengalEM06 BK,253.39,149.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Karnataka,BTW12-KHROME-PL,45439FLIPKART MARKETPLACE-MUMBAIKarnatakaBTW12-KHROME-PL,885.59,619.58
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Uttar Pradesh,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIUttar PradeshEM06 BK,506.78,298.54
27/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Maharashtra,BTW100 XTREME WH,45439PAYTM E-COMMERCE PVT. LTD-B2CMaharashtraBTW100 XTREME WH,"1,071.23",638.86
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Karnataka,EM01 BK,45439FLIPKART MARKETPLACE-MUMBAIKarnatakaEM01 BK,422.88,162.17
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Uttar Pradesh,BTW12-KHROME-PL,45439FLIPKART MARKETPLACE-MUMBAIUttar PradeshBTW12-KHROME-PL,885.59,619.58
27/05/2024,TATACLIQ MARKETPLACE,Maharashtra,EM01 BK,45439TATACLIQ MARKETPLACEMaharashtraEM01 BK,338.14,162.17
27/05/2024,CASHFREE,Maharashtra,EM06-TYPE-C-BL,45439CASHFREEMaharashtraEM06-TYPE-C-BL,350.85,144.11
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,SBW150-NXT-BK,45439FLIPKART MARKETPLACE-MUMBAITamil NaduSBW150-NXT-BK,"4,660.17","3,030.43"
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,West Bengal,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIWest BengalEM06 BK,253.39,149.27
27/05/2024,DELHIVERY-COD,Maharashtra,EM06-TYPE-C-BL,45439DELHIVERY-CODMaharashtraEM06-TYPE-C-BL,693.22,331.44
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Kerala,BTW300-XTREME-BL,45439FLIPKART MARKETPLACE-MUMBAIKeralaBTW300-XTREME-BL,"1,355.08",718.28
27/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Karnataka,EM01 TYPE C BK,45439ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHKarnatakaEM01 TYPE C BK,749.16,749.16
27/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Maharashtra,EM06-TYPE-C-BK,45439PAYTM E-COMMERCE PVT. LTD-B2CMaharashtraEM06-TYPE-C-BK,350.85,186.52
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,SBA15 Bk,45439FLIPKART MARKETPLACE-MUMBAITamil NaduSBA15 Bk,804.24,550
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Karnataka,BTW09-AIR-BL,45439FLIPKART MARKETPLACE-MUMBAIKarnatakaBTW09-AIR-BL,804.24,452.95
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,BTW100 XTREME BK,45439FLIPKART MARKETPLACE-MUMBAITamil NaduBTW100 XTREME BK,"1,100.85",624.5
27/05/2024,TATACLIQ MARKETPLACE,Maharashtra,EM01 BK,45439TATACLIQ MARKETPLACEMaharashtraEM01 BK,338.14,162.17
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Gujarat,BTW09-AIR-BL,45439FLIPKART MARKETPLACE-MUMBAIGujaratBTW09-AIR-BL,804.24,452.95
27/05/2024,CUSTOMER REPLACEMENT,Maharashtra,ATOMIK BB50 BK,45439CUSTOMER REPLACEMENTMaharashtraATOMIK BB50 BK,"4,638.98","2,545.44"
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Tamil Nadu,SBA20 BK,45439FLIPKART MARKETPLACE-MUMBAITamil NaduSBA20 BK,"1,143.22",610.91
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Chattisgarh,SBA20 BK,45439FLIPKART MARKETPLACE-MUMBAIChattisgarhSBA20 BK,"1,143.22",610.91
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Karnataka,EM06 BK,45439FLIPKART MARKETPLACE-MUMBAIKarnatakaEM06 BK,253.39,149.27
27/05/2024,FLIPKART MARKETPLACE-MUMBAI,Gujarat,BTW100 XTREME BK,45439FLIPKART MARKETPLACE-MUMBAIGujaratBTW100 XTREME BK,"1,100.85",624.5
27/05/2024,DELHIVERY-COD,Maharashtra,SBA10 GOLD,45439DELHIVERY-CODMaharashtraSBA10 GOLD,994.92,497.47
